date,weekday,is_trading_day,reason,name
2024-10-26,Saturday,false,weekend,주말
2024-10-27,Sunday,false,weekend,주말
2024-11-02,Saturday,false,weekend,주말
2024-11-03,Sunday,false,weekend,주말
2024-11-09,Saturday,false,weekend,주말
2024-11-10,Sunday,false,weekend,주말
2024-11-16,Saturday,false,weekend,주말
2024-11-17,Sunday,false,weekend,주말
2024-11-23,Saturday,false,weekend,주말
2024-11-24,Sunday,false,weekend,주말
2024-11-30,Saturday,false,weekend,주말
2024-12-01,Sunday,false,weekend,주말
2024-12-07,Saturday,false,weekend,주말
2024-12-08,Sunday,false,weekend,주말
2024-12-14,Saturday,false,weekend,주말
2024-12-15,Sunday,false,weekend,주말
2024-12-21,Saturday,false,weekend,주말
2024-12-22,Sunday,false,weekend,주말
2024-12-25,Wednesday,false,holiday,크리스마스
2024-12-28,Saturday,false,weekend,주말
2024-12-29,Sunday,false,weekend,주말
2024-12-31,Tuesday,false,holiday,연말 증시 휴장일
2025-01-01,Wednesday,false,holiday,새해
2025-01-04,Saturday,false,weekend,주말
2025-01-05,Sunday,false,weekend,주말
2025-01-11,Saturday,false,weekend,주말
2025-01-12,Sunday,false,weekend,주말
2025-01-18,Saturday,false,weekend,주말
2025-01-19,Sunday,false,weekend,주말
2025-01-25,Saturday,false,weekend,주말
2025-01-26,Sunday,false,weekend,주말
2025-01-27,Monday,false,holiday,임시공휴일
2025-01-28,Tuesday,false,holiday,설날
2025-01-29,Wednesday,false,holiday,설날
2025-01-30,Thursday,false,holiday,설날
2025-02-01,Saturday,false,weekend,주말
2025-02-02,Sunday,false,weekend,주말
2025-02-08,Saturday,false,weekend,주말
2025-02-09,Sunday,false,weekend,주말
2025-02-15,Saturday,false,weekend,주말
2025-02-16,Sunday,false,weekend,주말
2025-02-22,Saturday,false,weekend,주말
2025-02-23,Sunday,false,weekend,주말
2025-03-01,Saturday,false,weekend,주말
2025-03-02,Sunday,false,weekend,주말
2025-03-03,Monday,false,holiday,3·1절
2025-03-08,Saturday,false,weekend,주말
2025-03-09,Sunday,false,weekend,주말
2025-03-15,Saturday,false,weekend,주말
2025-03-16,Sunday,false,weekend,주말
2025-03-22,Saturday,false,weekend,주말
2025-03-23,Sunday,false,weekend,주말
2025-03-29,Saturday,false,weekend,주말
2025-03-30,Sunday,false,weekend,주말
2025-04-05,Saturday,false,weekend,주말
2025-04-06,Sunday,false,weekend,주말
2025-04-12,Saturday,false,weekend,주말
2025-04-13,Sunday,false,weekend,주말
2025-04-19,Saturday,false,weekend,주말
2025-04-20,Sunday,false,weekend,주말
2025-04-26,Saturday,false,weekend,주말
2025-04-27,Sunday,false,weekend,주말
2025-05-01,Thursday,false,holiday,근로자의날
2025-05-03,Saturday,false,weekend,주말
2025-05-04,Sunday,false,weekend,주말
2025-05-05,Monday,false,holiday,부처님 오신 날
2025-05-06,Tuesday,false,holiday,대체공휴일
2025-05-10,Saturday,false,weekend,주말
2025-05-11,Sunday,false,weekend,주말
2025-05-17,Saturday,false,weekend,주말
2025-05-18,Sunday,false,weekend,주말
2025-05-24,Saturday,false,weekend,주말
2025-05-25,Sunday,false,weekend,주말
2025-05-31,Saturday,false,weekend,주말
2025-06-01,Sunday,false,weekend,주말
2025-06-03,Tuesday,false,holiday,제21대 대통령 선거일
2025-06-06,Friday,false,holiday,현충일
2025-06-07,Saturday,false,weekend,주말
2025-06-08,Sunday,false,weekend,주말
2025-06-14,Saturday,false,weekend,주말
2025-06-15,Sunday,false,weekend,주말
2025-06-21,Saturday,false,weekend,주말
2025-06-22,Sunday,false,weekend,주말
2025-06-28,Saturday,false,weekend,주말
2025-06-29,Sunday,false,weekend,주말
2025-07-05,Saturday,false,weekend,주말
2025-07-06,Sunday,false,weekend,주말
2025-07-12,Saturday,false,weekend,주말
2025-07-13,Sunday,false,weekend,주말
2025-07-19,Saturday,false,weekend,주말
2025-07-20,Sunday,false,weekend,주말
2025-07-26,Saturday,false,weekend,주말
2025-07-27,Sunday,false,weekend,주말
2025-08-02,Saturday,false,weekend,주말
2025-08-03,Sunday,false,weekend,주말
2025-08-09,Saturday,false,weekend,주말
2025-08-10,Sunday,false,weekend,주말
2025-08-15,Friday,false,holiday,광복절
2025-08-16,Saturday,false,weekend,주말
2025-08-17,Sunday,false,weekend,주말
2025-08-23,Saturday,false,weekend,주말
2025-08-24,Sunday,false,weekend,주말
2025-08-30,Saturday,false,weekend,주말
2025-08-31,Sunday,false,weekend,주말
2025-09-06,Saturday,false,weekend,주말
2025-09-07,Sunday,false,weekend,주말
2025-09-13,Saturday,false,weekend,주말
2025-09-14,Sunday,false,weekend,주말
2025-09-20,Saturday,false,weekend,주말
2025-09-21,Sunday,false,weekend,주말
2025-09-27,Saturday,false,weekend,주말
2025-09-28,Sunday,false,weekend,주말
2025-10-03,Friday,false,holiday,개천절
2025-10-04,Saturday,false,weekend,주말
2025-10-05,Sunday,false,weekend,주말
2025-10-06,Monday,false,holiday,추석
2025-10-07,Tuesday,false,holiday,추석
2025-10-08,Wednesday,false,holiday,대체공휴일
2025-10-09,Thursday,false,holiday,한글날
2025-10-11,Saturday,false,weekend,주말
2025-10-12,Sunday,false,weekend,주말
2025-10-18,Saturday,false,weekend,주말
2025-10-19,Sunday,false,weekend,주말
2025-10-25,Saturday,false,weekend,주말
2025-10-26,Sunday,false,weekend,주말
2025-11-01,Saturday,false,weekend,주말
2025-11-02,Sunday,false,weekend,주말
2025-11-08,Saturday,false,weekend,주말
2025-11-09,Sunday,false,weekend,주말
2025-11-15,Saturday,false,weekend,주말
2025-11-16,Sunday,false,weekend,주말
2025-11-22,Saturday,false,weekend,주말
2025-11-23,Sunday,false,weekend,주말
2025-11-29,Saturday,false,weekend,주말
2025-11-30,Sunday,false,weekend,주말
2025-12-06,Saturday,false,weekend,주말
2025-12-07,Sunday,false,weekend,주말
2025-12-13,Saturday,false,weekend,주말
2025-12-14,Sunday,false,weekend,주말
2025-12-20,Saturday,false,weekend,주말
2025-12-21,Sunday,false,weekend,주말
2025-12-25,Thursday,false,holiday,크리스마스
2025-12-27,Saturday,false,weekend,주말
2025-12-28,Sunday,false,weekend,주말
2025-12-31,Wednesday,false,holiday,연말 증시 휴장일
2026-01-01,Thursday,false,holiday,새해
2026-01-03,Saturday,false,weekend,주말
2026-01-04,Sunday,false,weekend,주말
2026-01-10,Saturday,false,weekend,주말
2026-01-11,Sunday,false,weekend,주말
2026-01-17,Saturday,false,weekend,주말
2026-01-18,Sunday,false,weekend,주말
2026-01-24,Saturday,false,weekend,주말
2026-01-25,Sunday,false,weekend,주말
2026-01-31,Saturday,false,weekend,주말
2026-02-01,Sunday,false,weekend,주말
2026-02-07,Saturday,false,weekend,주말
2026-02-08,Sunday,false,weekend,주말
2026-02-14,Saturday,false,weekend,주말
2026-02-15,Sunday,false,weekend,주말
2026-02-16,Monday,false,holiday,설날
2026-02-17,Tuesday,false,holiday,설날
2026-02-18,Wednesday,false,holiday,설날
2026-02-21,Saturday,false,weekend,주말
2026-02-22,Sunday,false,weekend,주말
2026-02-28,Saturday,false,weekend,주말
2026-03-01,Sunday,false,weekend,주말
2026-03-02,Monday,false,holiday,대체공휴일
2026-03-07,Saturday,false,weekend,주말
2026-03-08,Sunday,false,weekend,주말
2026-03-14,Saturday,false,weekend,주말
2026-03-15,Sunday,false,weekend,주말
2026-03-21,Saturday,false,weekend,주말
2026-03-22,Sunday,false,weekend,주말
2026-03-28,Saturday,false,weekend,주말
2026-03-29,Sunday,false,weekend,주말
2026-04-04,Saturday,false,weekend,주말
2026-04-05,Sunday,false,weekend,주말
2026-04-11,Saturday,false,weekend,주말
2026-04-12,Sunday,false,weekend,주말
2026-04-18,Saturday,false,weekend,주말
2026-04-19,Sunday,false,weekend,주말
2026-04-25,Saturday,false,weekend,주말
2026-04-26,Sunday,false,weekend,주말
2026-05-01,Friday,false,holiday,노동절
2026-05-02,Saturday,false,weekend,주말
2026-05-03,Sunday,false,weekend,주말
2026-05-05,Tuesday,false,holiday,어린이날
2026-05-09,Saturday,false,weekend,주말
2026-05-10,Sunday,false,weekend,주말
2026-05-16,Saturday,false,weekend,주말
2026-05-17,Sunday,false,weekend,주말
2026-05-23,Saturday,false,weekend,주말
2026-05-24,Sunday,false,weekend,주말
2026-05-25,Monday,false,holiday,대체공휴일
2026-05-30,Saturday,false,weekend,주말
2026-05-31,Sunday,false,weekend,주말
2026-06-03,Wednesday,false,holiday,지방 선거일
2026-06-06,Saturday,false,weekend,주말
2026-06-07,Sunday,false,weekend,주말
2026-06-13,Saturday,false,weekend,주말
2026-06-14,Sunday,false,weekend,주말
2026-06-20,Saturday,false,weekend,주말
2026-06-21,Sunday,false,weekend,주말
2026-06-27,Saturday,false,weekend,주말
2026-06-28,Sunday,false,weekend,주말
