date,weekday,is_trading_day,reason,name
2024-08-24,Saturday,false,weekend,주말
2024-08-25,Sunday,false,weekend,주말
2024-08-31,Saturday,false,weekend,주말
2024-09-01,Sunday,false,weekend,주말
2024-09-07,Saturday,false,weekend,주말
2024-09-08,Sunday,false,weekend,주말
2024-09-14,Saturday,false,weekend,주말
2024-09-15,Sunday,false,weekend,주말
2024-09-16,Monday,false,holiday,추석
2024-09-17,Tuesday,false,holiday,추석
2024-09-18,Wednesday,false,holiday,추석
2024-09-21,Saturday,false,weekend,주말
2024-09-22,Sunday,false,weekend,주말
2024-09-28,Saturday,false,weekend,주말
2024-09-29,Sunday,false,weekend,주말
2024-10-01,Tuesday,false,holiday,임시공휴일
2024-10-03,Thursday,false,holiday,개천절
2024-10-05,Saturday,false,weekend,주말
2024-10-06,Sunday,false,weekend,주말
2024-10-09,Wednesday,false,holiday,한글날
2024-10-12,Saturday,false,weekend,주말
2024-10-13,Sunday,false,weekend,주말
2024-10-19,Saturday,false,weekend,주말
2024-10-20,Sunday,false,weekend,주말
